SID,DeviceID,ObservationTimestp,LocalTimestp,AirTemperature,BarometricPressure,RelativeHumidity
2024-09-28T06:06:02Z_uu90853psl,uu90853psl,9/28/2024 6:06:02 ,28/09/2024 2:06,20.96,1022.75,50.61
2024-09-28T06:21:21Z_uu90853psl,uu90853psl,9/28/2024 6:21:21 ,28/09/2024 2:21,21.8,1022.69,48.95
2024-09-28T06:36:47Z_uu90853psl,uu90853psl,9/28/2024 6:36:47 ,28/09/2024 2:36,22.47,1022.75,45.28
2024-09-28T06:52:13Z_uu90853psl,uu90853psl,9/28/2024 6:52:13 ,28/09/2024 2:52,22.31,1022.8,44.19
2024-09-28T07:07:40Z_uu90853psl,uu90853psl,9/28/2024 7:07:40 ,28/09/2024 3:07,21.42,1022.97,46.73
2024-09-28T07:22:59Z_uu90853psl,uu90853psl,9/28/2024 7:22:59 ,28/09/2024 3:22,20.32,1022.97,48.29
2024-09-28T07:38:18Z_uu90853psl,uu90853psl,9/28/2024 7:38:18 ,28/09/2024 3:38,20.2,1023.04,46.62
2024-09-28T07:53:43Z_uu90853psl,uu90853psl,9/28/2024 7:53:43 ,28/09/2024 3:53,19.95,1022.91,48.78
2024-09-28T08:09:10Z_uu90853psl,uu90853psl,9/28/2024 8:09:10 ,28/09/2024 4:09,20.72,1022.93,47.63
2024-09-28T08:24:29Z_uu90853psl,uu90853psl,9/28/2024 8:24:29 ,28/09/2024 4:24,21.95,1023.1,43.68
2024-09-28T08:39:48Z_uu90853psl,uu90853psl,9/28/2024 8:39:48 ,28/09/2024 4:39,21.81,1023.23,44.81
2024-09-28T08:55:14Z_uu90853psl,uu90853psl,9/28/2024 8:55:14 ,28/09/2024 4:55,21.37,1023.35,46.82
2024-09-28T09:10:40Z_uu90853psl,uu90853psl,9/28/2024 9:10:40 ,28/09/2024 5:10,20.37,1023.62,47.63
2024-09-28T09:26:06Z_uu90853psl,uu90853psl,9/28/2024 9:26:06 ,28/09/2024 5:26,20.04,1023.66,47.35
2024-09-28T09:41:30Z_uu90853psl,uu90853psl,9/28/2024 9:41:30 ,28/09/2024 5:41,19.38,1023.88,48.43
2024-09-28T09:56:48Z_uu90853psl,uu90853psl,9/28/2024 9:56:48 ,28/09/2024 5:56,18.72,1024.04,49.53
2024-09-28T10:12:14Z_uu90853psl,uu90853psl,9/28/2024 10:12:14 ,28/09/2024 6:12,18.25,1024.33,50.7
2024-09-28T10:27:40Z_uu90853psl,uu90853psl,9/28/2024 10:27:40 ,28/09/2024 6:27,17.8,1024.49,53.23
2024-09-28T10:43:09Z_uu90853psl,uu90853psl,9/28/2024 10:43:09 ,28/09/2024 6:43,17.44,1024.58,53.37
2024-09-28T10:58:28Z_uu90853psl,uu90853psl,9/28/2024 10:58:28 ,28/09/2024 6:58,17.09,1024.73,55.59
2024-09-28T11:13:47Z_uu90853psl,uu90853psl,9/28/2024 11:13:47 ,28/09/2024 7:13,16.71,1024.92,57.22
2024-09-28T11:29:31Z_uu90853psl,uu90853psl,9/28/2024 11:29:31 ,28/09/2024 7:29,16.37,1025.07,58.6
2024-09-28T11:44:57Z_uu90853psl,uu90853psl,9/28/2024 11:44:57 ,28/09/2024 7:44,16.05,1025.28,60.11
2024-09-28T12:00:25Z_uu90853psl,uu90853psl,9/28/2024 12:00:25 ,28/09/2024 8:00,15.72,1025.49,60.98
2024-09-28T12:16:00Z_uu90853psl,uu90853psl,9/28/2024 12:16:00 ,28/09/2024 8:16,15.31,1025.59,63.23
2024-09-28T12:31:18Z_uu90853psl,uu90853psl,9/28/2024 12:31:18 ,28/09/2024 8:31,15.11,1025.73,65.55
2024-09-28T12:46:44Z_uu90853psl,uu90853psl,9/28/2024 12:46:44 ,28/09/2024 8:46,15.02,1025.77,66.13
2024-09-28T13:02:07Z_uu90853psl,uu90853psl,9/28/2024 1:02:07 ,28/09/2024 9:02,14.9,1025.89,67.98
2024-09-28T13:17:27Z_uu90853psl,uu90853psl,9/28/2024 1:17:27 ,28/09/2024 9:17,14.78,1025.91,68.97
2024-09-28T13:32:54Z_uu90853psl,uu90853psl,9/28/2024 1:32:54 ,28/09/2024 9:32,14.59,1025.79,70.94
2024-09-28T13:48:27Z_uu90853psl,uu90853psl,9/28/2024 1:48:27 ,28/09/2024 9:48,14.39,1025.93,71.92
2024-09-28T14:03:46Z_uu90853psl,uu90853psl,9/28/2024 2:03:46 ,28/09/2024 10:03,14.18,1025.89,73.54
2024-09-28T14:19:06Z_uu90853psl,uu90853psl,9/28/2024 2:19:06 ,28/09/2024 10:19,14.03,1025.88,73.22
2024-09-28T14:34:25Z_uu90853psl,uu90853psl,9/28/2024 2:34:25 ,28/09/2024 10:34,13.92,1025.81,73.64
2024-09-28T14:49:56Z_uu90853psl,uu90853psl,9/28/2024 2:49:56 ,28/09/2024 10:49,13.86,1025.86,75.48
2024-09-28T15:05:23Z_uu90853psl,uu90853psl,9/28/2024 3:05:23 ,28/09/2024 11:05,13.82,1025.84,75.04
2024-09-28T15:20:52Z_uu90853psl,uu90853psl,9/28/2024 3:20:52 ,28/09/2024 11:20,13.68,1025.9,76.95
2024-09-28T15:36:32Z_uu90853psl,uu90853psl,9/28/2024 3:36:32 ,28/09/2024 11:36,13.53,1025.87,77.64
2024-09-28T15:51:59Z_uu90853psl,uu90853psl,9/28/2024 3:51:59 ,28/09/2024 11:51,13.43,1025.9,77.77
2024-09-28T16:07:18Z_uu90853psl,uu90853psl,9/28/2024 4:07:18 ,29/09/2024 12:07,13.39,1025.85,79.38
2024-09-28T16:22:41Z_uu90853psl,uu90853psl,9/28/2024 4:22:41 ,29/09/2024 12:22,13.38,1025.76,79.66
2024-09-28T16:38:07Z_uu90853psl,uu90853psl,9/28/2024 4:38:07 ,29/09/2024 12:38,13.38,1025.85,78.86
2024-09-28T16:53:29Z_uu90853psl,uu90853psl,9/28/2024 4:53:29 ,29/09/2024 12:53,13.27,1025.83,80.66
2024-09-28T17:08:52Z_uu90853psl,uu90853psl,9/28/2024 5:08:52 ,29/09/2024 1:08,13.22,1025.71,80.58
2024-09-28T17:24:11Z_uu90853psl,uu90853psl,9/28/2024 5:24:11 ,29/09/2024 1:24,13.19,1025.69,80.12
2024-09-28T17:39:29Z_uu90853psl,uu90853psl,9/28/2024 5:39:29 ,29/09/2024 1:39,13.05,1025.53,78.45
2024-09-28T17:54:48Z_uu90853psl,uu90853psl,9/28/2024 5:54:48 ,29/09/2024 1:54,13.02,1025.46,79.88
2024-09-28T18:10:14Z_uu90853psl,uu90853psl,9/28/2024 6:10:14 ,29/09/2024 2:10,12.93,1025.32,80.43
2024-09-28T18:25:36Z_uu90853psl,uu90853psl,9/28/2024 6:25:36 ,29/09/2024 2:25,12.97,1025.35,81.11
2024-09-28T18:41:02Z_uu90853psl,uu90853psl,9/28/2024 6:41:02 ,29/09/2024 2:41,12.97,1025.36,81.04
2024-09-28T18:56:29Z_uu90853psl,uu90853psl,9/28/2024 6:56:29 ,29/09/2024 2:56,12.85,1025.42,81.48
2024-09-28T19:11:47Z_uu90853psl,uu90853psl,9/28/2024 7:11:47 ,29/09/2024 3:11,12.67,1025.44,81.66
2024-09-28T19:27:25Z_uu90853psl,uu90853psl,9/28/2024 7:27:25 ,29/09/2024 3:27,12.46,1025.48,82.52
2024-09-28T19:42:44Z_uu90853psl,uu90853psl,9/28/2024 7:42:44 ,29/09/2024 3:42,12.31,1025.35,81.63
2024-09-28T19:58:11Z_uu90853psl,uu90853psl,9/28/2024 7:58:11 ,29/09/2024 3:58,12.03,1025.38,82.55
2024-09-28T20:13:38Z_uu90853psl,uu90853psl,9/28/2024 8:13:38 ,29/09/2024 4:13,11.92,1025.53,82.21
2024-09-28T20:29:03Z_uu90853psl,uu90853psl,9/28/2024 8:29:03 ,29/09/2024 4:29,11.71,1025.6,82
2024-09-28T20:44:22Z_uu90853psl,uu90853psl,9/28/2024 8:44:22 ,29/09/2024 4:44,11.56,1025.88,83.46
2024-09-28T20:59:42Z_uu90853psl,uu90853psl,9/28/2024 8:59:42 ,29/09/2024 4:59,11.38,1025.89,83.78
2024-09-28T21:15:01Z_uu90853psl,uu90853psl,9/28/2024 9:15:01 ,29/09/2024 5:15,11.25,1026.12,83.87
2024-09-28T21:30:20Z_uu90853psl,uu90853psl,9/28/2024 9:30:20 ,29/09/2024 5:30,11.14,1026.37,84.49
2024-09-28T21:45:39Z_uu90853psl,uu90853psl,9/28/2024 9:45:39 ,29/09/2024 5:45,11.02,1026.35,83.19
2024-09-28T22:01:05Z_uu90853psl,uu90853psl,9/28/2024 10:01:05 ,29/09/2024 6:01,10.9,1026.43,85.36
2024-09-28T22:16:42Z_uu90853psl,uu90853psl,9/28/2024 10:16:42 ,29/09/2024 6:16,10.73,1026.75,85.41
2024-09-28T22:32:00Z_uu90853psl,uu90853psl,9/28/2024 10:32:00 ,29/09/2024 6:32,10.69,1026.91,85.91
2024-09-28T22:47:33Z_uu90853psl,uu90853psl,9/28/2024 10:47:33 ,29/09/2024 6:47,10.72,1027.09,85.82
2024-09-28T23:02:51Z_uu90853psl,uu90853psl,9/28/2024 11:02:51 ,29/09/2024 7:02,10.75,1027.35,85.68
2024-09-28T23:18:10Z_uu90853psl,uu90853psl,9/28/2024 11:18:10 ,29/09/2024 7:18,10.92,1027.56,85.32
2024-09-28T23:33:41Z_uu90853psl,uu90853psl,9/28/2024 11:33:41 ,29/09/2024 7:33,11.22,1027.5,85.7
2024-09-28T23:49:09Z_uu90853psl,uu90853psl,9/28/2024 11:49:09 ,29/09/2024 7:49,11.81,1027.67,83.09
2024-09-29T00:04:27Z_uu90853psl,uu90853psl,9/29/2024 12:04:27 ,29/09/2024 8:04,12.47,1027.87,83.74
2024-09-29T00:19:53Z_uu90853psl,uu90853psl,9/29/2024 12:19:53 ,29/09/2024 8:19,13.11,1027.79,80.89
2024-09-29T00:35:14Z_uu90853psl,uu90853psl,9/29/2024 12:35:14 ,29/09/2024 8:35,13.77,1027.87,78.97
2024-09-29T00:50:34Z_uu90853psl,uu90853psl,9/29/2024 12:50:34 ,29/09/2024 8:50,14.5,1027.84,75.57
2024-09-29T01:05:59Z_uu90853psl,uu90853psl,9/29/2024 1:05:59 ,29/09/2024 9:05,15.25,1027.92,73.79
2024-09-29T01:21:17Z_uu90853psl,uu90853psl,9/29/2024 1:21:17 ,29/09/2024 9:21,15.92,1027.87,69.24
2024-09-29T01:36:35Z_uu90853psl,uu90853psl,9/29/2024 1:36:35 ,29/09/2024 9:36,16.6,1027.97,70.11
2024-09-29T01:51:54Z_uu90853psl,uu90853psl,9/29/2024 1:51:54 ,29/09/2024 9:51,17.18,1027.86,64.3
2024-09-29T02:07:26Z_uu90853psl,uu90853psl,9/29/2024 2:07:26 ,29/09/2024 10:07,17.8,1027.86,64.53
2024-09-29T02:22:44Z_uu90853psl,uu90853psl,9/29/2024 2:22:44 ,29/09/2024 10:22,18.12,1027.68,62.16
2024-09-29T02:38:03Z_uu90853psl,uu90853psl,9/29/2024 2:38:03 ,29/09/2024 10:38,18.59,1027.46,58.09
2024-09-29T02:53:22Z_uu90853psl,uu90853psl,9/29/2024 2:53:22 ,29/09/2024 10:53,19.07,1027.42,56.2
2024-09-29T03:08:40Z_uu90853psl,uu90853psl,9/29/2024 3:08:40 ,29/09/2024 11:08,19.29,1027.34,52.22
2024-09-29T03:24:06Z_uu90853psl,uu90853psl,9/29/2024 3:24:06 ,29/09/2024 11:24,19.34,1027.11,56.47
2024-09-29T03:39:42Z_uu90853psl,uu90853psl,9/29/2024 3:39:42 ,29/09/2024 11:39,19.69,1027,53
2024-09-29T03:55:08Z_uu90853psl,uu90853psl,9/29/2024 3:55:08 ,29/09/2024 11:55,20.22,1026.65,51.1
2024-09-29T04:10:26Z_uu90853psl,uu90853psl,9/29/2024 4:10:26 ,29/09/2024 12:10,20.54,1026.41,49.03
2024-09-29T04:25:47Z_uu90853psl,uu90853psl,9/29/2024 4:25:47 ,29/09/2024 12:25,21.01,1026.21,50.1
2024-09-29T04:41:06Z_uu90853psl,uu90853psl,9/29/2024 4:41:06 ,29/09/2024 12:41,21.52,1025.96,45.73
2024-09-29T04:56:25Z_uu90853psl,uu90853psl,9/29/2024 4:56:25 ,29/09/2024 12:56,21.6,1025.78,45.58
2024-09-29T05:11:44Z_uu90853psl,uu90853psl,9/29/2024 5:11:44 ,29/09/2024 1:11,21.35,1025.56,46.92
2024-09-29T05:27:06Z_uu90853psl,uu90853psl,9/29/2024 5:27:06 ,29/09/2024 1:27,21.34,1025.47,48.12
2024-09-29T05:35:19Z_uu90853psl,uu90853psl,9/29/2024 5:35:19 ,29/09/2024 1:35,21.94,1025.42,45.31
2024-09-29T05:50:45Z_uu90853psl,uu90853psl,9/29/2024 5:50:45 ,29/09/2024 1:50,22.77,1025.22,43.4
2024-09-29T06:06:03Z_uu90853psl,uu90853psl,9/29/2024 6:06:03 ,29/09/2024 2:06,23.64,1025.14,43.79
2024-09-29T06:21:22Z_uu90853psl,uu90853psl,9/29/2024 6:21:22 ,29/09/2024 2:21,24.13,1025.04,41.4
2024-09-29T06:36:40Z_uu90853psl,uu90853psl,9/29/2024 6:36:40 ,29/09/2024 2:36,24.2,1024.96,42.53
2024-09-29T06:51:59Z_uu90853psl,uu90853psl,9/29/2024 6:51:59 ,29/09/2024 2:51,24.2,1024.93,43
2024-09-29T07:07:32Z_uu90853psl,uu90853psl,9/29/2024 7:07:32 ,29/09/2024 3:07,24.47,1024.91,42.35
2024-09-29T07:22:51Z_uu90853psl,uu90853psl,9/29/2024 7:22:51 ,29/09/2024 3:22,24.63,1024.89,40.68
2024-09-29T07:38:11Z_uu90853psl,uu90853psl,9/29/2024 7:38:11 ,29/09/2024 3:38,25.4,1024.91,39.84
2024-09-29T07:53:29Z_uu90853psl,uu90853psl,9/29/2024 7:53:29 ,29/09/2024 3:53,25.2,1024.83,40.09
2024-09-29T08:08:52Z_uu90853psl,uu90853psl,9/29/2024 8:08:52 ,29/09/2024 4:08,25.61,1024.8,40.19
2024-09-29T08:24:10Z_uu90853psl,uu90853psl,9/29/2024 8:24:10 ,29/09/2024 4:24,25.75,1024.78,38.81
2024-09-29T08:39:28Z_uu90853psl,uu90853psl,9/29/2024 8:39:28 ,29/09/2024 4:39,25.59,1024.74,39.94
2024-09-29T08:54:46Z_uu90853psl,uu90853psl,9/29/2024 8:54:46 ,29/09/2024 4:54,25.37,1024.8,40.24
2024-09-29T09:10:11Z_uu90853psl,uu90853psl,9/29/2024 9:10:11 ,29/09/2024 5:10,24.9,1024.85,41.43
2024-09-29T09:25:30Z_uu90853psl,uu90853psl,9/29/2024 9:25:30 ,29/09/2024 5:25,24.14,1024.96,42.72
2024-09-29T09:40:56Z_uu90853psl,uu90853psl,9/29/2024 9:40:56 ,29/09/2024 5:40,23.82,1025,43.66
2024-09-29T09:56:22Z_uu90853psl,uu90853psl,9/29/2024 9:56:22 ,29/09/2024 5:56,22.93,1025.15,46.65
2024-09-29T10:12:04Z_uu90853psl,uu90853psl,9/29/2024 10:12:04 ,29/09/2024 6:12,21.95,1025.26,50.47
2024-09-29T10:27:47Z_uu90853psl,uu90853psl,9/29/2024 10:27:47 ,29/09/2024 6:27,21.12,1025.49,53.73
2024-09-29T10:43:13Z_uu90853psl,uu90853psl,9/29/2024 10:43:13 ,29/09/2024 6:43,20.43,1025.65,55.62
2024-09-29T10:58:31Z_uu90853psl,uu90853psl,9/29/2024 10:58:31 ,29/09/2024 6:58,19.95,1025.88,56.94
2024-09-29T11:13:50Z_uu90853psl,uu90853psl,9/29/2024 11:13:50 ,29/09/2024 7:13,19.52,1026.12,57.98
2024-09-29T11:29:09Z_uu90853psl,uu90853psl,9/29/2024 11:29:09 ,29/09/2024 7:29,19.2,1026.21,59.38
2024-09-29T11:44:44Z_uu90853psl,uu90853psl,9/29/2024 11:44:44 ,29/09/2024 7:44,18.9,1026.24,60.97
2024-09-29T12:00:28Z_uu90853psl,uu90853psl,9/29/2024 12:00:28 ,29/09/2024 8:00,18.6,1026.3,62.85
2024-09-29T12:15:47Z_uu90853psl,uu90853psl,9/29/2024 12:15:47 ,29/09/2024 8:15,18.28,1026.49,63.98
2024-09-29T12:31:09Z_uu90853psl,uu90853psl,9/29/2024 12:31:09 ,29/09/2024 8:31,17.96,1026.65,65.74
2024-09-29T12:46:40Z_uu90853psl,uu90853psl,9/29/2024 12:46:40 ,29/09/2024 8:46,17.67,1026.68,68.36
2024-09-29T13:02:11Z_uu90853psl,uu90853psl,9/29/2024 1:02:11 ,29/09/2024 9:02,17.38,1026.6,68.97
2024-09-29T13:17:30Z_uu90853psl,uu90853psl,9/29/2024 1:17:30 ,29/09/2024 9:17,17.2,1026.57,70.07
2024-09-29T13:32:59Z_uu90853psl,uu90853psl,9/29/2024 1:32:59 ,29/09/2024 9:32,17.02,1026.51,71.05
2024-09-29T13:48:18Z_uu90853psl,uu90853psl,9/29/2024 1:48:18 ,29/09/2024 9:48,16.79,1026.47,72.35
2024-09-29T14:03:36Z_uu90853psl,uu90853psl,9/29/2024 2:03:36 ,29/09/2024 10:03,16.53,1026.3,73.36
2024-09-29T14:19:21Z_uu90853psl,uu90853psl,9/29/2024 2:19:21 ,29/09/2024 10:19,16.28,1026.2,75.69
2024-09-29T14:50:19Z_uu90853psl,uu90853psl,9/29/2024 2:50:19 ,29/09/2024 10:50,16.17,1025.96,76.53
2024-09-29T15:05:38Z_uu90853psl,uu90853psl,9/29/2024 3:05:38 ,29/09/2024 11:05,16.07,1025.81,76.69
2024-09-29T15:20:58Z_uu90853psl,uu90853psl,9/29/2024 3:20:58 ,29/09/2024 11:20,15.77,1025.77,77.35
2024-09-29T15:36:16Z_uu90853psl,uu90853psl,9/29/2024 3:36:16 ,29/09/2024 11:36,15.46,1025.7,77.94
2024-09-29T15:51:50Z_uu90853psl,uu90853psl,9/29/2024 3:51:50 ,29/09/2024 11:51,15.28,1025.73,79.5
2024-09-29T16:07:16Z_uu90853psl,uu90853psl,9/29/2024 4:07:16 ,30/09/2024 12:07,15.07,1025.63,80.39
2024-09-29T16:22:35Z_uu90853psl,uu90853psl,9/29/2024 4:22:35 ,30/09/2024 12:22,14.89,1025.6,81.42
2024-09-29T16:38:01Z_uu90853psl,uu90853psl,9/29/2024 4:38:01 ,30/09/2024 12:38,14.75,1025.48,82.81
2024-09-29T16:53:20Z_uu90853psl,uu90853psl,9/29/2024 4:53:20 ,30/09/2024 12:53,14.56,1025.33,82.64
2024-09-29T17:08:52Z_uu90853psl,uu90853psl,9/29/2024 5:08:52 ,30/09/2024 1:08,14.34,1025.1,84.19
2024-09-29T17:24:15Z_uu90853psl,uu90853psl,9/29/2024 5:24:15 ,30/09/2024 1:24,14.17,1024.91,84.54
2024-09-29T17:39:34Z_uu90853psl,uu90853psl,9/29/2024 5:39:34 ,30/09/2024 1:39,13.85,1024.69,84.72
2024-09-29T17:55:10Z_uu90853psl,uu90853psl,9/29/2024 5:55:10 ,30/09/2024 1:55,13.65,1024.68,84.97
2024-09-29T18:10:34Z_uu90853psl,uu90853psl,9/29/2024 6:10:34 ,30/09/2024 2:10,13.51,1024.49,86.26
2024-09-29T18:25:53Z_uu90853psl,uu90853psl,9/29/2024 6:25:53 ,30/09/2024 2:25,13.39,1024.34,87.29
2024-09-29T18:41:41Z_uu90853psl,uu90853psl,9/29/2024 6:41:41 ,30/09/2024 2:41,13.18,1024.31,86.65
2024-09-29T18:57:00Z_uu90853psl,uu90853psl,9/29/2024 6:57:00 ,30/09/2024 2:57,13.05,1024.32,88.51
2024-09-29T19:12:34Z_uu90853psl,uu90853psl,9/29/2024 7:12:34 ,30/09/2024 3:12,12.94,1024.09,88.64
2024-09-29T19:27:59Z_uu90853psl,uu90853psl,9/29/2024 7:27:59 ,30/09/2024 3:27,12.81,1024.16,88.95
2024-09-29T19:43:26Z_uu90853psl,uu90853psl,9/29/2024 7:43:26 ,30/09/2024 3:43,12.77,1024.19,87.83
2024-09-29T19:58:45Z_uu90853psl,uu90853psl,9/29/2024 7:58:45 ,30/09/2024 3:58,12.65,1024.38,88.54
2024-09-29T20:14:03Z_uu90853psl,uu90853psl,9/29/2024 8:14:03 ,30/09/2024 4:14,12.6,1024.37,89.67
2024-09-29T20:29:21Z_uu90853psl,uu90853psl,9/29/2024 8:29:21 ,30/09/2024 4:29,12.56,1024.46,91.17
2024-09-29T20:44:53Z_uu90853psl,uu90853psl,9/29/2024 8:44:53 ,30/09/2024 4:44,12.44,1024.46,90.59
2024-09-29T21:00:16Z_uu90853psl,uu90853psl,9/29/2024 9:00:16 ,30/09/2024 5:00,12.28,1024.5,90.2
2024-09-29T21:15:35Z_uu90853psl,uu90853psl,9/29/2024 9:15:35 ,30/09/2024 5:15,12.15,1024.59,90.62
2024-09-29T21:46:31Z_uu90853psl,uu90853psl,9/29/2024 9:46:31 ,30/09/2024 5:46,11.98,1024.8,90.7
2024-09-29T22:01:58Z_uu90853psl,uu90853psl,9/29/2024 10:01:58 ,30/09/2024 6:01,11.85,1024.83,90.71
2024-09-29T22:17:28Z_uu90853psl,uu90853psl,9/29/2024 10:17:28 ,30/09/2024 6:17,11.8,1025.01,91.2
2024-09-29T22:33:05Z_uu90853psl,uu90853psl,9/29/2024 10:33:05 ,30/09/2024 6:33,11.76,1025.04,92.43
2024-09-29T22:48:24Z_uu90853psl,uu90853psl,9/29/2024 10:48:24 ,30/09/2024 6:48,11.77,1025.18,93.76
2024-09-29T23:03:43Z_uu90853psl,uu90853psl,9/29/2024 11:03:43 ,30/09/2024 7:03,11.9,1025.28,95.95
2024-09-29T23:19:09Z_uu90853psl,uu90853psl,9/29/2024 11:19:09 ,30/09/2024 7:19,12.09,1025.4,97.95
2024-09-29T23:34:29Z_uu90853psl,uu90853psl,9/29/2024 11:34:29 ,30/09/2024 7:34,12.38,1025.48,100
2024-09-29T23:49:49Z_uu90853psl,uu90853psl,9/29/2024 11:49:49 ,30/09/2024 7:49,12.97,1025.32,100
2024-09-30T00:05:08Z_uu90853psl,uu90853psl,9/30/2024 12:05:08 ,30/09/2024 8:05,13.68,1025.25,100
2024-09-30T00:20:50Z_uu90853psl,uu90853psl,9/30/2024 12:20:50 ,30/09/2024 8:20,14.43,1025.17,97.16
2024-09-30T00:36:17Z_uu90853psl,uu90853psl,9/30/2024 12:36:17 ,30/09/2024 8:36,15.31,1025.14,93.93
2024-09-30T00:51:49Z_uu90853psl,uu90853psl,9/30/2024 12:51:49 ,30/09/2024 8:51,16.43,1025.16,87.64
2024-09-30T01:07:23Z_uu90853psl,uu90853psl,9/30/2024 1:07:23 ,30/09/2024 9:07,17.12,1025.11,78.45
2024-09-30T01:22:41Z_uu90853psl,uu90853psl,9/30/2024 1:22:41 ,30/09/2024 9:22,17.79,1024.89,75.3
2024-09-30T01:38:09Z_uu90853psl,uu90853psl,9/30/2024 1:38:09 ,30/09/2024 9:38,18.65,1024.79,71.88
2024-09-30T01:53:27Z_uu90853psl,uu90853psl,9/30/2024 1:53:27 ,30/09/2024 9:53,19.38,1024.73,63.89
2024-09-30T02:08:47Z_uu90853psl,uu90853psl,9/30/2024 2:08:47 ,30/09/2024 10:08,19.98,1024.57,64.83
2024-09-30T02:24:05Z_uu90853psl,uu90853psl,9/30/2024 2:24:05 ,30/09/2024 10:24,20.39,1024.27,61.62
2024-09-30T02:39:23Z_uu90853psl,uu90853psl,9/30/2024 2:39:23 ,30/09/2024 10:39,20.87,1023.97,60.04
2024-09-30T02:55:02Z_uu90853psl,uu90853psl,9/30/2024 2:55:02 ,30/09/2024 10:55,21.57,1023.73,57.82
2024-09-30T03:10:21Z_uu90853psl,uu90853psl,9/30/2024 3:10:21 ,30/09/2024 11:10,21.86,1023.42,52.29
2024-09-30T03:25:47Z_uu90853psl,uu90853psl,9/30/2024 3:25:47 ,30/09/2024 11:25,22.06,1023.1,49.83
2024-09-30T03:41:09Z_uu90853psl,uu90853psl,9/30/2024 3:41:09 ,30/09/2024 11:41,22.3,1022.82,45.56
2024-09-30T03:56:29Z_uu90853psl,uu90853psl,9/30/2024 3:56:29 ,30/09/2024 11:56,22.65,1022.44,43.75
2024-09-30T04:11:56Z_uu90853psl,uu90853psl,9/30/2024 4:11:56 ,30/09/2024 12:11,23.29,1022.34,41.51
2024-09-30T04:27:15Z_uu90853psl,uu90853psl,9/30/2024 4:27:15 ,30/09/2024 12:27,23.32,1022,43.12
2024-09-30T04:42:33Z_uu90853psl,uu90853psl,9/30/2024 4:42:33 ,30/09/2024 12:42,23.78,1021.68,41.68
2024-09-30T04:57:52Z_uu90853psl,uu90853psl,9/30/2024 4:57:52 ,30/09/2024 12:57,23.8,1021.55,41.92
2024-09-30T05:13:11Z_uu90853psl,uu90853psl,9/30/2024 5:13:11 ,30/09/2024 1:13,24.76,1021.3,38.97
2024-09-30T05:28:37Z_uu90853psl,uu90853psl,9/30/2024 5:28:37 ,30/09/2024 1:28,25.47,1021.03,37.57
2024-09-30T05:35:27Z_uu90853psl,uu90853psl,9/30/2024 5:35:27 ,30/09/2024 1:35,25.78,1020.94,34.78
2024-09-30T05:50:46Z_uu90853psl,uu90853psl,9/30/2024 5:50:46 ,30/09/2024 1:50,26.45,1020.75,35.64
2024-09-30T06:06:13Z_uu90853psl,uu90853psl,9/30/2024 6:06:13 ,30/09/2024 2:06,26.7,1020.51,35.07
2024-09-30T06:37:06Z_uu90853psl,uu90853psl,9/30/2024 6:37:06 ,30/09/2024 2:37,27.88,1020.21,35.45
2024-09-30T06:52:25Z_uu90853psl,uu90853psl,9/30/2024 6:52:25 ,30/09/2024 2:52,28.27,1020.06,35.7
2024-09-30T07:07:43Z_uu90853psl,uu90853psl,9/30/2024 7:07:43 ,30/09/2024 3:07,29.1,1019.91,34.62
2024-09-30T07:23:08Z_uu90853psl,uu90853psl,9/30/2024 7:23:08 ,30/09/2024 3:23,29.8,1019.84,32.38
2024-09-30T07:38:46Z_uu90853psl,uu90853psl,9/30/2024 7:38:46 ,30/09/2024 3:38,28.62,1019.94,33.04
2024-09-30T07:54:05Z_uu90853psl,uu90853psl,9/30/2024 7:54:05 ,30/09/2024 3:54,28.42,1019.89,33.48
2024-09-30T08:09:30Z_uu90853psl,uu90853psl,9/30/2024 8:09:30 ,30/09/2024 4:09,27.29,1019.98,36.14
2024-09-30T08:24:49Z_uu90853psl,uu90853psl,9/30/2024 8:24:49 ,30/09/2024 4:24,26.48,1020.01,36.17
2024-09-30T08:40:08Z_uu90853psl,uu90853psl,9/30/2024 8:40:08 ,30/09/2024 4:40,26,1020.01,38.8
2024-09-30T08:55:26Z_uu90853psl,uu90853psl,9/30/2024 8:55:26 ,30/09/2024 4:55,25.34,1020.19,38.99
2024-09-30T09:10:44Z_uu90853psl,uu90853psl,9/30/2024 9:10:44 ,30/09/2024 5:10,24.72,1020.13,38.03
2024-09-30T09:26:03Z_uu90853psl,uu90853psl,9/30/2024 9:26:03 ,30/09/2024 5:26,23.55,1020.2,41.44
2024-09-30T09:41:30Z_uu90853psl,uu90853psl,9/30/2024 9:41:30 ,30/09/2024 5:41,23.39,1020.23,42.16
2024-09-30T09:56:49Z_uu90853psl,uu90853psl,9/30/2024 9:56:49 ,30/09/2024 5:56,23.11,1020.32,43.19
2024-09-30T10:12:08Z_uu90853psl,uu90853psl,9/30/2024 10:12:08 ,30/09/2024 6:12,22.54,1020.23,44.63
2024-09-30T10:27:27Z_uu90853psl,uu90853psl,9/30/2024 10:27:27 ,30/09/2024 6:27,21.9,1020.26,45.37
2024-09-30T10:42:46Z_uu90853psl,uu90853psl,9/30/2024 10:42:46 ,30/09/2024 6:42,21.45,1020.31,47.35
2024-09-30T10:58:05Z_uu90853psl,uu90853psl,9/30/2024 10:58:05 ,30/09/2024 6:58,21.31,1020.34,48.37
